Field1;photoID;photoTitle;photoUrl;photoAccur;photoTags;photoTagsC;photoComme;photoDateP;photoDateT;photoDescr;photoNotes;photoNot_1;photoMedia;photoMed_1;photoLicen;photoIsFam;photoIsFri;photoIsPri;photoLongi;photoLatit;userID;userName;userRealNa;userPhotoC;userPhotoF;userPhot_1;userLocati;userBuddyI;userIsPro;userIsAdmi;userContac;userPhotoS
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;"Berlin,"",0,NA,NA,3,false,false,NA,13.380542,52.516415,24060897@N05,kylezoa,Kyle Cheung,198,10 Jul 2011 07:33:08 GMT,6 Jun 2011 01:44:21 GMT,"",http://farm4.static.flickr.com/3240/buddyicons/24060897@N05.jpg,false,false,86,20,192.096047189705,2.5
909,5905";Michigan;0;0 - geo:lon=13.377805 - geo:city=berlin - camera:make=nikon corporation -,35,0,29 Jun 2011 11:01:04 GMT,8 May 2011 17:26:36 GMT,Porta di Brandeburg;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;in contrasto con lo stile dorico che prevede colonne senza basi e la parte terminale del fregio risolta con un triglifo. Essa costituisce il punto finale occidentale del viale Unter den Linden presso la Pariser Pla;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;75 metri;creano 5 punti di passaggio;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;come bottino di guerra. Nel 1814 i prussiani la riportarono indietro;ed aggiunsero la croce di ferro alla corona che sormonta l??asta in mano alla dea della;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;"United Kingdom,http://farm8.static.flickr.com/7080/buddyicons/64453831@N08.jpg,true,false,9,21,9.66450285956271,15.5
918,5839040341,""No one has any intention of building a wall"",http://www.flickr.com/photos/zustand/5839040341/,16,Deutschland - Germany -";"Walter Ulbricht said at a press conference : &quot;Niemand hat die Absicht";0;work began on The Wall;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;Germany - 2 October 2009.;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;;;0;;0;0;;;;;0;;;0;;;;0;0;;;;0;;;;;;;0;0
0;0;0;NA;0;0;0;0;NA;13.377.839;52.516.304;78247707@N00;0;Ingvar;1977;0;31 Dec 2003 23:00:00 GMT;Norway;http://farm4.static.flickr.com/3006/buddyicons/78247707@N00.jpg;0;0;37;42;870.425.495.770.486;0;;;;;;;0;0
922;5768888828;DSC_1687;http://www.flickr.com/photos/60397142@N06/5768888828/;16;Berlin - Germany - USA - men in uniform - brandenburger tor -;5;0;28 May 2011 17:26:51 GMT;23 Sep 2010 15:31:13 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377689;52,516327;60397142@N06;GuroSkarsholt;;226;28 May 2011 10:31:03 GMT;1 Jan 2009 01:00:13 GMT;;http://farm6.static.flickr.com/5254/buddyicons/60397142@N06.jpg;FALSE;FALSE;2;4
923;5765893341;Brandenburger Tor;http://www.flickr.com/photos/haikoder/5765893341/;16;Berlin - Brandenburger Tor - Nacht - Pariser Platz - Seifenblasen -;5;1;27 May 2011 22:27:40 GMT;21 Oct 2010 16:48:33 GMT;Festival of lights 2010;;0;NA;NA;0;FALSE;FALSE;NA;13,379577;52,516323;48319757@N05;Haikoder;;459;26 Apr 2010 22:48:00 GMT;26 Apr 2010 13:48:00 GMT;;http://farm6.static.flickr.com/5092/buddyicons/48319757@N05.jpg;TRUE;FALSE;9;16
924;5765983028;Berlin Brandenburger Tor HDR I;http://www.flickr.com/photos/steffen_faradi/5765983028/;16;Berlin - Brandenburger Tor - City - HDR - Monument - Quadriga - Sky - CLUB16 - Europe - Germany -;10;6;27 May 2011 19:15:30 GMT;23 May 2011 17:16:32 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377708;52,516266;61356057@N04;SFaradi;Steffen Faradi;121;24 Apr 2011 17:41:21 GMT;14 Oct 2007 07:31:31 GMT;Hamburg, Germany;http://farm6.static.flickr.com/5230/buddyicons/61356057@N04.jpg;TRUE;FALSE;62;10
925;5762847422;Porta di Brandeburgo;http://www.flickr.com/photos/madgrin/5762847422/;16;1788 - Berlin - Berlino - Brandeburgo - Brandenburger Tor - DEU - Germania - Germany - Mitte - Porta di Brandeburgo - Repubblica Federale di Germania - Tiergarten - Unter den Linden - capital - capitale - geo:lat=52.51665900 - geo:lon=13.37863900 - geota;35;2;26 May 2011 19:48:01 GMT;7 May 2011 09:12:37 GMT;"Porta di Brandeburg
La Porta di Brandeburgo (in tedesco Brandenburger Tor) ?¿ una delle antiche porte urbane di Berlino. Si trova fra i quartieri di Mitte e Tiergarten
?? il monumento pi?? conosciuto della citt?á, e simbolo dell??unit?á
Venne costruita a";"No, NO non ci provare...ti ho detto che NON SI MANGIAAAAAAAAAAA!!! Troppo tardi...arifinanziamento per il dentista ! - Crunch
crunch
crunch

...
...
...

Burp! -";2;NA;NA;0;FALSE;FALSE;NA;13,378638;52,51666;87069632@N00;MadGrin;Raffaele Nicolussi;7887;6 Jun 2006 14:36:21 GMT;31 Dec 2001 23:00:11 GMT;Rome, Italy;http://farm1.static.flickr.com/59/buddyicons/87069632@N00.jpg;TRUE;FALSE;808;105
926;5762299177;Porta di Brandeburgo;http://www.flickr.com/photos/madgrin/5762299177/;16;1788 - Berlin - Berlino - Brandeburgo - Brandenburger Tor - DEU - Germania - Germany - Mitte - Porta di Brandeburgo - Repubblica Federale di Germania - Tiergarten - Unter den Linden - capital - capitale - geo:lat=52.51601800 - geo:lon=13.38156300 - geota;35;2;26 May 2011 19:46:19 GMT;7 May 2011 09:06:31 GMT;"Porta di Brandeburg
La Porta di Brandeburgo (in tedesco Brandenburger Tor) ?¿ una delle antiche porte urbane di Berlino. Si trova fra i quartieri di Mitte e Tiergarten
?? il monumento pi?? conosciuto della citt?á, e simbolo dell??unit?á
Venne costruita a";;0;NA;NA;0;FALSE;FALSE;NA;13,381563;52,516018;87069632@N00;MadGrin;Raffaele Nicolussi;7887;6 Jun 2006 14:36:21 GMT;31 Dec 2001 23:00:11 GMT;Rome, Italy;http://farm1.static.flickr.com/59/buddyicons/87069632@N00.jpg;TRUE;FALSE;808;105
927;5762845138;Porta di Brandeburgo;http://www.flickr.com/photos/madgrin/5762845138/;16;1788 - Berlin - Berlino - Brandeburgo - Brandenburger Tor - DEU - Germania - Germany - Mitte - Porta di Brandeburgo - Repubblica Federale di Germania - Tiergarten - Unter den Linden - capital - capitale - geo:lat=52.51602800 - geo:lon=13.38157800 - geota;35;0;26 May 2011 19:47:09 GMT;7 May 2011 09:07:07 GMT;"Porta di Brandeburg
La Porta di Brandeburgo (in tedesco Brandenburger Tor) ?¿ una delle antiche porte urbane di Berlino. Si trova fra i quartieri di Mitte e Tiergarten
?? il monumento pi?? conosciuto della citt?á, e simbolo dell??unit?á
Venne costruita a";;0;NA;NA;0;FALSE;FALSE;NA;13,381578;52,51603;87069632@N00;MadGrin;Raffaele Nicolussi;7887;6 Jun 2006 14:36:21 GMT;31 Dec 2001 23:00:11 GMT;Rome, Italy;http://farm1.static.flickr.com/59/buddyicons/87069632@N00.jpg;TRUE;FALSE;808;105
928;5759593001;Brandenburger Tor (No Panorama);http://www.flickr.com/photos/52226535@N05/5759593001/;16;Architecture - Architektur - BB Tor - Berlin - Berlin Mitte - Bezirk - Blaue Stunde - Blue Hour - Brandenburger Tor - Canon - Canon 16-35mm f 1:2.8 L II USM - Canon EOS 5D Mark II - Denkmalschutz - Deutschland - Germany - Kalter Krieg - Langzeitbelichtun;35;36;25 May 2011 23:25:59 GMT;23 May 2011 19:45:17 GMT;"<b>Canon 5D Mark II &amp; Canon 16-35mm f 1:2,8 II USM

focal length: 16mm
ISO: 50
speed: 13 sec.
@ Blue Hour</b>

Das Brandenburger Tor in Berlin steht am Pariser Platz in der Dorotheenstadt im Ortsteil Mitte (Bezirk Mitte). Es wurde in den Jahren von 1";;0;NA;NA;0;FALSE;FALSE;NA;13,376492;52,516174;52226535@N05;RICOW.de;;796;21 Jul 2010 20:16:59 GMT;21 Jul 2010 20:02:02 GMT;Berlin, Deutschland;http://farm6.static.flickr.com/5261/buddyicons/52226535@N05.jpg;TRUE;FALSE;426;35
929;5759542823;Berlin Brandenburger Tor HDR II;http://www.flickr.com/photos/steffen_faradi/5759542823/;16;Berlin - Brandenburger Tor - Macht - Quadriga - night - Nacht - Europe - Germany -;8;2;25 May 2011 23:02:28 GMT;23 May 2011 20:36:37 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377708;52,516266;61356057@N04;SFaradi;Steffen Faradi;121;24 Apr 2011 17:41:21 GMT;14 Oct 2007 07:31:31 GMT;Hamburg, Germany;http://farm6.static.flickr.com/5230/buddyicons/61356057@N04.jpg;TRUE;FALSE;62;10
930;5760101464;Quadriga Berlin Brandenburger Tor;http://www.flickr.com/photos/steffen_faradi/5760101464/;16;Berlin - Brandenburger Tor - Quadriga - Europe - Germany -;5;1;25 May 2011 23:09:41 GMT;23 May 2011 20:42:27 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377708;52,516266;61356057@N04;SFaradi;Steffen Faradi;121;24 Apr 2011 17:41:21 GMT;14 Oct 2007 07:31:31 GMT;Hamburg, Germany;http://farm6.static.flickr.com/5230/buddyicons/61356057@N04.jpg;TRUE;FALSE;62;10
931;5752467340;Ville hestar;http://www.flickr.com/photos/dese/5752467340/;16;May 23 - 2011 - 23. mai - Mai - May - Berlin - Germany - Tyskland - M?Ñndag - Monday - Europa - Europe - Quadriga - Brandenburg Gate - Brandenburger Tor - Porta di Brandeburgo - Fyrspannet - Fyrspann - Platz des 18. M?ñrz - Pariser Platz - Unter den Lind;36;4;23 May 2011 20:58:54 GMT;23 May 2011 07:01:12 GMT;"The Quadriga atop the Brandenburg Ga
Taken on May 23 in Berlin.";;0;NA;NA;0;FALSE;FALSE;NA;13,377689;52,516388;78247707@N00;dese;Ingvar;1977;20 Sep 2007 08:40:35 GMT;31 Dec 2003 23:00:00 GMT;Norway;http://farm4.static.flickr.com/3006/buddyicons/78247707@N00.jpg;TRUE;FALSE;37;42
932;5746274845;Brandenburger Tor;http://www.flickr.com/photos/ch_a_o_s/5746274845/;16;Berlin - Brandenburger Tor -;2;0;22 May 2011 14:40:57 GMT;16 Apr 2011 15:18:29 GMT;"Berlin, D (2011)

Canon 5DMII, 28-135mm/3.5-5.6";;0;NA;NA;0;FALSE;FALSE;NA;13,379184;52,516342;22905571@N07;ch.a.o.s;christian amoser;161;17 Jan 2008 13:35:43 GMT;31 Mar 1991 22:00:00 GMT;olten, switzerland;http://farm3.static.flickr.com/2268/buddyicons/22905571@N07.jpg;TRUE;FALSE;18;21
933;5746825184;Brandenburger Tor;http://www.flickr.com/photos/ch_a_o_s/5746825184/;16;Berlin - Brandenburger Tor -;2;0;22 May 2011 14:41:12 GMT;16 Apr 2011 15:20:54 GMT;"Berlin, D (2011)

Canon 5DMII, 28-135mm/3.5-5.6";;0;NA;NA;0;FALSE;FALSE;NA;13,377896;52,51616;22905571@N07;ch.a.o.s;christian amoser;161;17 Jan 2008 13:35:43 GMT;31 Mar 1991 22:00:00 GMT;olten, switzerland;http://farm3.static.flickr.com/2268/buddyicons/22905571@N07.jpg;TRUE;FALSE;18;21
934;5737473656;Das Max Liebermann Haus auf dem Pariser Platz in Berlin;http://www.flickr.com/photos/berlin-bleibt-berlin/5737473656/;16;Brandenburger Tor - Berlin - Pariser Platz - Platz - Sehens??rdigkeit - Sehens??rdigkeiten - Sehensw??rdigkeit Berlin - Sehensw??rdigkeiten Berlin - Max Liebermann - Stiftung - Stiftung Brandenburger Tor - Berliner - Ausstellungen - Kulturveranstaltungen;28;0;19 May 2011 16:59:22 GMT;19 May 2011 16:59:22 GMT;"Das Max Liebermann Haus auf dem Pariser Platz Nr. 7 in Berlin. Hier finden Ausstellungen, Kulturveranstaltungen, Workshops und Symposien der Stiftung Brandenburg

&quot;Max Liebermann 1847-1935, Maler, Pr?ñsident der Preussischen Akademie der K??nste woh";;0;NA;NA;0;FALSE;FALSE;NA;13,378117;52,51674;60446693@N02;Berlin-bleibt-Berlin.de;Berlin-bleibt-Berlin.de;1721;10 Mar 2011 13:52:46 GMT;28 Feb 2005 23:00:00 GMT;Berlin;http://farm6.static.flickr.com/5052/buddyicons/60446693@N02.jpg;TRUE;FALSE;68;37
935;5736817101;Palais am Pariser Platz in Berlin;http://www.flickr.com/photos/berlin-bleibt-berlin/5736817101/;16;Pariser Platz - Platz - Berlin - Berliner - Sehens??rdigkeit - Sehens??rdigkeiten - Sehensw??rdigkeit Berlin - Sehensw??rdigkeiten Berlin - Brandenburger Tor - Berlin Mitte - Tourismus - Berlin Tourismus -;12;0;19 May 2011 16:18:52 GMT;19 May 2011 16:18:52 GMT;Innenhof Palais am Pariser Platz - Das Palais am Pariser Platz steht in Berlin-Mitte in der Dorotheenstadt neben dem Brandenburger Tor. 1996-1998 wurde das Palais am Pariser Platz in Anlehnung an die historischen Vorgaben aus dem 18. Jahrhundert von Bern;;0;NA;NA;0;FALSE;FALSE;NA;13,378117;52,51674;60446693@N02;Berlin-bleibt-Berlin.de;Berlin-bleibt-Berlin.de;1721;10 Mar 2011 13:52:46 GMT;28 Feb 2005 23:00:00 GMT;Berlin;http://farm6.static.flickr.com/5052/buddyicons/60446693@N02.jpg;TRUE;FALSE;68;37
936;5736817095;Das Palais am Pariser Platz in Berlin;http://www.flickr.com/photos/berlin-bleibt-berlin/5736817095/;16;Pariser Platz - Platz - Berlin - Berliner - Sehens??rdigkeit - Sehens??rdigkeiten - Sehensw??rdigkeit Berlin - Sehensw??rdigkeiten Berlin - Brandenburger Tor - Berlin Mitte - Tourismus - Berlin Tourismus -;12;0;19 May 2011 16:18:52 GMT;19 May 2011 16:18:52 GMT;Das Palais am Pariser Platz steht in Berlin-Mitte in der Dorotheenstadt neben dem Brandenburger Tor. 1996-1998 wurde das Palais am Pariser Platz in Anlehnung an die historischen Vorgaben aus dem 18. Jahrhundert von Bernhard Winking neu errichtet. ~ <a hr;;0;NA;NA;0;FALSE;FALSE;NA;13,378117;52,51674;60446693@N02;Berlin-bleibt-Berlin.de;Berlin-bleibt-Berlin.de;1721;10 Mar 2011 13:52:46 GMT;28 Feb 2005 23:00:00 GMT;Berlin;http://farm6.static.flickr.com/5052/buddyicons/60446693@N02.jpg;TRUE;FALSE;68;37
937;5736817105;Palais am Pariser Platz in Berlin;http://www.flickr.com/photos/berlin-bleibt-berlin/5736817105/;16;Pariser Platz - Platz - Berlin - Berliner - Sehens??rdigkeit - Sehens??rdigkeiten - Sehensw??rdigkeit Berlin - Sehensw??rdigkeiten Berlin - Brandenburger Tor - Berlin Mitte - Tourismus - Berlin Tourismus -;12;0;19 May 2011 16:18:52 GMT;19 May 2011 16:18:52 GMT;Innenhof Palais am Pariser Platz - Das Palais am Pariser Platz steht in Berlin-Mitte in der Dorotheenstadt neben dem Brandenburger Tor. 1996-1998 wurde das Palais am Pariser Platz in Anlehnung an die historischen Vorgaben aus dem 18. Jahrhundert von Bern;;0;NA;NA;0;FALSE;FALSE;NA;13,378117;52,51674;60446693@N02;Berlin-bleibt-Berlin.de;Berlin-bleibt-Berlin.de;1721;10 Mar 2011 13:52:46 GMT;28 Feb 2005 23:00:00 GMT;Berlin;http://farm6.static.flickr.com/5052/buddyicons/60446693@N02.jpg;TRUE;FALSE;68;37
938;5734083097;Brandenburger Tor panorama;http://www.flickr.com/photos/gijsdekruijf/5734083097/;16;Berlijn - Berlin - Duitsland - Germany - Brandenburger Tor - night - nacht -;7;2;18 May 2011 19:10:29 GMT;8 May 2011 20:28:39 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,378225;52,51632;58997789@N00;Gijs de Kruijf Photography;Gijs de Kruijf;1681;21 Dec 2006 10:47:54 GMT;10 Sep 2004 22:07:07 GMT;Utrecht, The Netherlands;http://farm1.static.flickr.com/141/buddyicons/58997789@N00.jpg;TRUE;FALSE;16;60
939;5720555962;DSC_0315;http://www.flickr.com/photos/the_h/5720555962/;16;Berlin - Deutschland - Germany - Brandenburger Tor - American - Embassy -;6;0;15 May 2011 00:10:22 GMT;7 Apr 2011 17:27:12 GMT;The view toward the Brandenburg Gate from just to the south (American Embassy at right).;;0;NA;NA;5;FALSE;FALSE;NA;13,377544;52,515553;11677248@N00;sacratomato_hr;;1325;23 Mar 2007 20:39:55 GMT;4 Mar 2007 12:00:41 GMT;;http://farm1.static.flickr.com/144/buddyicons/11677248@N00.jpg;TRUE;FALSE;13;42
940;5720548954;DSC_0312;http://www.flickr.com/photos/the_h/5720548954/;16;Berlin - Deutschland - Germany - Brandenburger Tor -;4;0;15 May 2011 00:07:28 GMT;7 Apr 2011 17:20:58 GMT;The Brandenburg Gate;;0;NA;NA;5;FALSE;FALSE;NA;13,378359;52,516277;11677248@N00;sacratomato_hr;;1325;23 Mar 2007 20:39:55 GMT;4 Mar 2007 12:00:41 GMT;;http://farm1.static.flickr.com/144/buddyicons/11677248@N00.jpg;TRUE;FALSE;13;42
941;5719994387;DSC_0313;http://www.flickr.com/photos/the_h/5719994387/;16;Berlin - Deutschland - Germany - Brandenburger Tor -;4;0;15 May 2011 00:08:22 GMT;7 Apr 2011 17:22:51 GMT;The view through the Brandenburg Gate down Unter den Linden, one of the former East Berlin's most famous streets.;;0;NA;NA;5;FALSE;FALSE;NA;13,377383;52,516293;11677248@N00;sacratomato_hr;;1325;23 Mar 2007 20:39:55 GMT;4 Mar 2007 12:00:41 GMT;;http://farm1.static.flickr.com/144/buddyicons/11677248@N00.jpg;TRUE;FALSE;13;42
942;5720553260;DSC_0314;http://www.flickr.com/photos/the_h/5720553260/;16;Berlin - Deutschland - Germany - Brandenburger Tor -;4;0;15 May 2011 00:09:14 GMT;7 Apr 2011 17:23:59 GMT;The view toward the Siegess?ñule from the Brandenburg Gate.;;0;NA;NA;5;FALSE;FALSE;NA;13,377383;52,516293;11677248@N00;sacratomato_hr;;1325;23 Mar 2007 20:39:55 GMT;4 Mar 2007 12:00:41 GMT;;http://farm1.static.flickr.com/144/buddyicons/11677248@N00.jpg;TRUE;FALSE;13;42
943;5713025005;The Brandenburg Gate;http://www.flickr.com/photos/lizaart/5713025005/;16;Liza Hirst - daily painter - Lizaart - exterior - Berlin - Brandenburger Tor -;6;0;12 May 2011 16:21:50 GMT;12 May 2011 07:21:50 GMT;"acryliques on canvas  panel 15 cm x 15 cm   <a href=""http://www.lizamoveson.blogspot.com"" rel=""nofollow"">Liza Hirst</a>";;0;NA;NA;0;FALSE;FALSE;NA;13,378901;52,51586;87496486@N00;lizaart;Liza Hirst;1073;21 Nov 2006 11:45:13 GMT;21 Apr 2001 05:20:34 GMT;France;http://farm1.static.flickr.com/104/buddyicons/87496486@N00.jpg;TRUE;FALSE;625;12
944;5707207666;Allianz SE Repr?ñsentanz Berlin Allianz Group;http://www.flickr.com/photos/berlin-bleibt-berlin/5707207666/;16;Allianz - Allianz Berlin - Allianz Repr?ñsentanz - Allianz SE Repr?ñsentanz - Allianz SE Repr?ñsentanz Berlin - Hauptstadt - Hauptstadt Berlin - Brandenburger Tor - Berlin - Pariser Platz - Platz - Brandenburger - Tor - Brandenburger Tor Berlin - Versich;20;0;10 May 2011 14:18:36 GMT;10 May 2011 14:18:36 GMT;"Das Geb?ñude der Allianz SE Repr?ñsentanz Berlin/Allianz Group auf dem Pariser Platz neben dem Brandenburger Tor. Foto: Armin von der Werth. ~ <a href=""http://berlin-bleibt-berlin.de/wirtschaft-berlin/versicherungen/"" target=""_blank"" rel=""nofollow"">Versi";;0;NA;NA;0;FALSE;FALSE;NA;13,378696;52,516785;60446693@N02;Berlin-bleibt-Berlin.de;Berlin-bleibt-Berlin.de;1721;10 Mar 2011 13:52:46 GMT;28 Feb 2005 23:00:00 GMT;Berlin;http://farm6.static.flickr.com/5052/buddyicons/60446693@N02.jpg;TRUE;FALSE;68;37
945;5706916746;Hotel Adlon Berlin ~ Das Hotel Adlon Kempinski;http://www.flickr.com/photos/berlin-bleibt-berlin/5706916746/;16;Adlon - Hotel Adlon - Hotel - Berlin - Hotels - Hotel Adlon Kempinski - Kempinski - Hotel Berlin - Berlins - Hotels in Berlin - N?ñhe Berlin Zentrum - unter den Linden - Pariser Platz - Stadthotel - Stadthotel City - wenige Gehminuten - n?ñhe entfernt -;29;0;10 May 2011 12:14:43 GMT;10 May 2011 12:14:43 GMT;Das Hotel Adlon Kempinski ist wohl eines der bekanntesten und luxuri?Âsesten 5***** Hotels. Es ist eine der ersten Adressen Berlins und liegt in der Dorotheenstadt im Ortsteil Mitte an der Stra??e Unter den Linden, direkt am Pariser Platz, ganz in der N?;;0;NA;NA;0;FALSE;FALSE;NA;13,380123;52,515877;60446693@N02;Berlin-bleibt-Berlin.de;Berlin-bleibt-Berlin.de;1721;10 Mar 2011 13:52:46 GMT;28 Feb 2005 23:00:00 GMT;Berlin;http://farm6.static.flickr.com/5052/buddyicons/60446693@N02.jpg;TRUE;FALSE;68;37
946;5706860374;Hotel Adlon Kempinski Berlin ~ Hotel Brandenburger Tor;http://www.flickr.com/photos/berlin-bleibt-berlin/5706860374/;16;Adlon - Hotel Adlon - Hotel - Berlin - Hotels - Hotel Adlon Kempinski - Kempinski - Hotel Berlin - Berlins - Hotels in Berlin - N?ñhe Berlin Zentrum - unter den Linden - Pariser Platz - Stadthotel - Stadthotel City - wenige Gehminuten - n?ñhe entfernt -;27;0;10 May 2011 11:45:43 GMT;10 May 2011 11:45:43 GMT;Das Hotel Adlon Kempinski ist wohl eines der bekanntesten und luxuri?Âsesten 5***** Hotels. Es ist eine der ersten Adressen Berlins und liegt in der Dorotheenstadt im Ortsteil Mitte an der Stra??e Unter den Linden, direkt am Pariser Platz, ganz in der N?;;0;NA;NA;0;FALSE;FALSE;NA;13,380123;52,515877;60446693@N02;Berlin-bleibt-Berlin.de;Berlin-bleibt-Berlin.de;1721;10 Mar 2011 13:52:46 GMT;28 Feb 2005 23:00:00 GMT;Berlin;http://farm6.static.flickr.com/5052/buddyicons/60446693@N02.jpg;TRUE;FALSE;68;37
947;5706265099;Die Franz?Âsische Botschaft Pariser Platz Berlin am Brandenburger Tor;http://www.flickr.com/photos/berlin-bleibt-berlin/5706265099/;16;Frankreich - Frankreichs - Brandenburger Tor - Berlin - Pariser Platz - Platz - Berliner - Fotogalerie Berlin Foto Fotos Konsulate Konsulate - Berlin Berlin Botschaft Botschaften Botschaft - Berlin Botschaften - Berlin Vertretungen st?ñndige - Vertretung;25;0;10 May 2011 11:29:13 GMT;10 May 2011 11:29:13 GMT;"Die Franz?Âsische Botschaft in Berlin ist die diplomatische Vertretung Frankreichs in Deutschland. Das Botschaftsgeb?ñude befindet sich am Pariser Platz Nr.5 am Brandenburger Tor. Foto: Armin von der Werth ~ <a href=""http://berlin-bleibt-berlin.de/staat-";;0;NA;NA;0;FALSE;FALSE;NA;13,379051;52,51681;60446693@N02;Berlin-bleibt-Berlin.de;Berlin-bleibt-Berlin.de;1721;10 Mar 2011 13:52:46 GMT;28 Feb 2005 23:00:00 GMT;Berlin;http://farm6.static.flickr.com/5052/buddyicons/60446693@N02.jpg;TRUE;FALSE;68;37
948;5698517119;Berlin - Cuadriga;http://www.flickr.com/photos/carlink/5698517119/;16;2010 - Abril - Alemania - Berlin - Carlink - Carlink Photo - viaje - Tor - Cuadriga - Monumento - Caballo - Puerta de Brandenburgo - Brandenburger Tor - Germany - Deutchland - Victoria - Carro - Unter der linden - Pariser Platz -;19;15;8 May 2011 09:54:52 GMT;31 Mar 2010 07:55:12 GMT;La puerta de Brandenburgo en Berlin, est?í coronada con esta cuadriga. Una escultura de cobre de unos 5 m de altura, creada por Johann Gottfried Schadow, que representa a la Diosa Victoria montada en un carro tirado por cuatro caballos en direcci??n a la;;0;NA;NA;0;FALSE;FALSE;NA;13,377667;52,51632;10225506@N06;carlink;;516;13 Aug 2007 15:43:07 GMT;25 Jul 2006 17:53:09 GMT;Cadiz, ESPA??A;http://farm2.static.flickr.com/1400/buddyicons/10225506@N06.jpg;TRUE;FALSE;318;33
949;5693250237;Brandenburger Tor;http://www.flickr.com/photos/paul_petruck/5693250237/;16;Berlin - Mitte - Brandenburger Tor - night - blue hour - handheld - blue - yellow - lights - city -;10;3;6 May 2011 16:42:12 GMT;23 Apr 2011 19:15:38 GMT;[ Olympus E-30 | 7 mm | Iso 200 | f/8 | 2 sec ];;0;NA;NA;0;FALSE;FALSE;NA;13,378311;52,516376;8324230@N06;Paul Petruck;Paul Petruck;272;15 May 2007 18:24:19 GMT;10 Sep 2003 15:39:44 GMT;Jena, Thuringia, Germany;http://farm1.static.flickr.com/217/buddyicons/8324230@N06.jpg;TRUE;FALSE;935;13
950;5692411565;Prominenz im Hotel Adlon ~ Die Polizei sperrt Hotel Adlon ab;http://www.flickr.com/photos/berlin-bleibt-berlin/5692411565/;16;Brandenburger Tor - Berlin - Pariser Platz - Platz - Sehens??rdigkeit - Sehens??rdigkeiten - Sehensw??rdigkeit Berlin - Sehensw??rdigkeiten Berlin - Berliner - Fotogalerie Berlin Foto Fotos Gallery Galerie Galerie - Berlin Platz Platz - Berlin Brandenbur;18;0;6 May 2011 09:51:46 GMT;6 May 2011 09:51:46 GMT;"Prominenz im Berliner Hotel Adlon auf dem Pariser Platz am Brandenburger Tor. Die Polizei sperrt das Hotel Adlon ab. ~ <a href=""http://berlin-bleibt-berlin.de/reise-tourismus-berlin/"" target=""_blank"" rel=""nofollow"">Reise &amp; Tourismus in Berlin...</a>";;0;NA;NA;0;FALSE;FALSE;NA;13,378826;52,516438;60446693@N02;Berlin-bleibt-Berlin.de;Berlin-bleibt-Berlin.de;1721;10 Mar 2011 13:52:46 GMT;28 Feb 2005 23:00:00 GMT;Berlin;http://farm6.static.flickr.com/5052/buddyicons/60446693@N02.jpg;TRUE;FALSE;68;37
